Frequency Band,dB Value
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-128.0
Band 15,-128.0
Band 16,-128.0
Band 17,-127.046875
Band 18,-124.0390625
Band 19,-125.1875
Band 20,-122.96875
Band 21,-122.7890625
Band 22,-121.1171875
Band 23,-123.125
Band 24,-117.0
Band 25,-111.3203125
Band 26,-111.171875
Band 27,-106.6875
Band 28,-106.8203125
Band 29,-106.4921875
Band 30,-104.09375
Band 31,-98.9375
Band 32,-92.2734375
Band 33,-86.4453125
Band 34,-80.9296875
Band 35,-77.7265625
Band 36,-70.5
Band 37,-64.3046875
Band 38,-64.84375
Band 39,-63.140625
Band 40,-58.78125
Band 41,-57.625
Band 42,-72.8046875
Band 43,-76.296875
Band 44,-80.625
Band 45,-81.9140625
Band 46,-79.046875
Band 47,-71.5703125
Band 48,-67.2890625
Band 49,-64.0078125
Band 50,-58.0234375
Band 51,-70.9765625
Band 52,-76.7265625
Band 53,-79.5234375
Band 54,-73.9453125
Band 55,-59.0546875
Band 56,-69.6640625
Band 57,-69.8203125
Band 58,-74.2421875
Band 59,-62.578125
Band 60,-69.6796875
Band 61,-76.5625
Band 62,-68.25
Band 63,-67.09375
Band 64,-77.609375
Band 65,-78.484375
Band 66,-81.109375
Band 67,-76.953125
Band 68,-71.0859375
Band 69,-83.8046875
Band 70,-81.265625
Band 71,-77.3671875
Band 72,-72.6953125
Band 73,-76.1171875
Band 74,-79.3203125
Band 75,-75.234375
Band 76,-73.78125
Band 77,-68.0859375
Band 78,-70.7734375
Band 79,-62.1015625
Band 80,-60.8046875
Band 81,-60.15625
Band 82,-61.5
Band 83,-61.2265625
Band 84,-58.3359375
Band 85,-59.921875
Band 86,-57.2421875
Band 87,-60.6875
Band 88,-60.046875
Band 89,-61.0390625
Band 90,-61.21875
Band 91,-65.1484375
Band 92,-70.578125
Band 93,-67.65625
Band 94,-70.1640625
Band 95,-80.046875
Band 96,-87.9375
Band 97,-89.09375
Band 98,-98.96875
Band 99,-99.1640625
Band 100,-106.953125
Band 101,-112.03125
Band 102,-109.65625
/meters,b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\xf4\x80\xf6\x83\xd0\x82\x08\x856\x85\xe2\x86\xe0\x84\x00\x8b\xae\x90\xd4\x90P\x95.\x95\x82\x95\xe8\x97\x10\x9d\xba\xa3\x8e\xa9\x12\xafF\xb2\x80\xb9\xb2\xbf(\xbf\xdc\xc08\xc5`\xc62\xb7\xb4\xb3`\xaf\x16\xae\xf4\xb0n\xb8\xb6\xbc\xfe\xbf\xfa\xc5\x06\xb9F\xb3z\xb0\x0e\xb6\xf2\xc4V\xba.\xba\xc2\xb5l\xc1R\xbap\xb3\xc0\xbb\xe8\xbcd\xb2\x84\xb1\xe4\xae\x0c\xb3\xea\xb82\xac\xbc\xae\xa2\xb2N\xb7\xe2\xb3\xae\xb0\xc4\xb48\xb6\xea\xbb:\xb9\xe6\xc12\xc3\xd8\xc3\x80\xc2\xc6\xc2\xaa\xc5\x14\xc4\xc2\xc6P\xc3\xf4\xc3\xf6\xc2\xc8\xc2\xda\xbel\xb9X\xbc\xd6\xb9\xf4\xaf\x10\xa8\xe8\xa6\x08\x9d\xd6\x9c\x0c\x95\xf8\x8fX\x92'
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-128.0
Band 15,-128.0
Band 16,-127.2421875
Band 17,-124.1796875
Band 18,-121.171875
Band 19,-122.3203125
Band 20,-120.6015625
Band 21,-119.921875
Band 22,-118.8046875
Band 23,-120.2578125
Band 24,-115.6875
Band 25,-108.4609375
Band 26,-108.296875
Band 27,-103.8828125
Band 28,-108.2109375
Band 29,-104.9765625
Band 30,-101.2265625
Band 31,-99.875
Band 32,-94.125
Band 33,-87.78125
Band 34,-82.0078125
Band 35,-80.6640625
Band 36,-67.6328125
Band 37,-61.4375
Band 38,-61.9765625
Band 39,-61.5625
Band 40,-55.9140625
Band 41,-54.7578125
Band 42,-71.890625
Band 43,-77.7734375
Band 44,-80.8125
Band 45,-80.578125
Band 46,-76.1796875
Band 47,-68.703125
Band 48,-64.421875
Band 49,-63.703125
Band 50,-60.9921875
Band 51,-69.0234375
Band 52,-73.859375
Band 53,-76.65625
Band 54,-71.078125
Band 55,-67.953125
Band 56,-68.7578125
Band 57,-66.953125
Band 58,-71.375
Band 59,-75.6328125
Band 60,-68.125
Band 61,-73.6171875
Band 62,-76.0078125
Band 63,-73.7265625
Band 64,-78.8359375
Band 65,-75.5390625
Band 66,-79.4375
Band 67,-74.0078125
Band 68,-68.140625
Band 69,-80.859375
Band 70,-78.3203125
Band 71,-77.6640625
Band 72,-74.6015625
Band 73,-73.7265625
Band 74,-77.8515625
Band 75,-72.28125
Band 76,-70.8359375
Band 77,-71.1796875
Band 78,-67.828125
Band 79,-65.4453125
Band 80,-60.6015625
Band 81,-60.0390625
Band 82,-58.546875
Band 83,-58.28125
Band 84,-58.8203125
Band 85,-58.5
Band 86,-58.859375
Band 87,-59.5546875
Band 88,-64.4921875
Band 89,-58.171875
Band 90,-58.3515625
Band 91,-62.28125
Band 92,-67.7109375
Band 93,-65.8359375
Band 94,-70.6875
Band 95,-77.734375
Band 96,-85.0703125
Band 97,-86.2265625
Band 98,-96.1015625
Band 99,-96.296875
Band 100,-104.0859375
Band 101,-111.1875
Band 102,-110.2109375
/meters,"b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\xc2\x80\xd2\x83\xd4\x86\xae\x85f\x87\x14\x882\x89\xbe\x87P\x8c\x8a\x93\xb4\x93\x1e\x98\xca\x93\x06\x97\xc6\x9a \x9c\xe0\xa18\xa8\xfe\xadV\xaf^\xbc\x90\xc2\x06\xc2p\xc2\x16\xc8>\xc9\x1c\xb8:\xb20\xafl\xaf\xd2\xb3L\xbb\x94\xbfL\xc0\x02\xc3\xfa\xba$\xb6X\xb3\xec\xb8\x0c\xbc>\xbb\x0c\xbd\xa0\xb8^\xb4\xe0\xbbb\xb6\xfe\xb3F\xb6*\xb1v\xb4\x90\xb0\xfe\xb5\xdc\xbb$\xaf\xae\xb1V\xb2f\xb5F\xb6&\xb2\xb8\xb7*\xb9\xd2\xb8,\xbc\x8e\xbef\xc3\xf6\xc3t\xc5\xb8\xc5.\xc5\x80\xc5$\xc5r\xc4\x82\xbf\xd4\xc5\xa6\xc5\xb8\xc1J\xbc*\xbeP\xb9D\xb2\xee\xaa\xc6\xa9\xe6\x9f\xb4\x9f\xea\x97\xd0\x90\xca\x91'"
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-128.0
Band 15,-128.0
Band 16,-128.0
Band 17,-128.0
Band 18,-126.0546875
Band 19,-126.6015625
Band 20,-125.0390625
Band 21,-122.8828125
Band 22,-119.1171875
Band 23,-123.84375
Band 24,-117.734375
Band 25,-113.3984375
Band 26,-113.2421875
Band 27,-108.7578125
Band 28,-103.0859375
Band 29,-103.484375
Band 30,-106.1640625
Band 31,-101.015625
Band 32,-94.34375
Band 33,-88.515625
Band 34,-83.0
Band 35,-79.71875
Band 36,-72.4921875
Band 37,-66.296875
Band 38,-65.6796875
Band 39,-65.1328125
Band 40,-60.765625
Band 41,-59.6171875
Band 42,-72.84375
Band 43,-77.109375
Band 44,-82.484375
Band 45,-83.90625
Band 46,-81.0390625
Band 47,-73.5625
Band 48,-66.0625
Band 49,-60.5
Band 50,-59.4609375
Band 51,-72.96875
Band 52,-78.71875
Band 53,-80.7734375
Band 54,-54.875
Band 55,-58.0390625
Band 56,-71.6484375
Band 57,-71.8125
Band 58,-71.65625
Band 59,-63.53125
Band 60,-71.671875
Band 61,-74.328125
Band 62,-63.921875
Band 63,-69.0859375
Band 64,-69.734375
Band 65,-80.4765625
Band 66,-81.5234375
Band 67,-78.9453125
Band 68,-73.0703125
Band 69,-85.796875
Band 70,-83.2578125
Band 71,-79.359375
Band 72,-74.6875
Band 73,-78.109375
Band 74,-79.1796875
Band 75,-77.2265625
Band 76,-75.7734375
Band 77,-70.078125
Band 78,-72.765625
Band 79,-64.0859375
Band 80,-62.796875
Band 81,-62.1484375
Band 82,-63.484375
Band 83,-63.21875
Band 84,-60.328125
Band 85,-61.9140625
Band 86,-59.234375
Band 87,-62.7578125
Band 88,-62.1171875
Band 89,-63.1171875
Band 90,-63.2890625
Band 91,-67.21875
Band 92,-72.6484375
Band 93,-69.7265625
Band 94,-72.234375
Band 95,-82.1171875
Band 96,-90.0078125
Band 97,-91.1640625
Band 98,-101.0390625
Band 99,-101.2421875
Band 100,-109.03125
Band 101,-113.3046875
Band 102,-111.7265625
/meters,b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\xf2\x81f\x81\xf6\x82\x1e\x85\xe2\x88(\x84D\x8a\x9a\x8e\xc2\x8e>\x93\xea\x98\x84\x98\xd6\x95\xfc\x9a\xa8\xa1|\xa7\x00\xadH\xb0\x82\xb7\xb4\xbdR\xbe\xde\xbe<\xc3b\xc4(\xb7\xe4\xb2\x84\xad\x18\xac\xf6\xaep\xb6\xf0\xbd\x80\xc3\x8a\xc4\x08\xb7H\xb1:\xaf \xc9\xf6\xc5Z\xb80\xb8X\xb8x\xc0T\xb8\xac\xb5\x14\xc0\xea\xbaD\xba\x86\xafz\xae\x0e\xb1\xee\xb64\xaa\xbe\xac\xa4\xb0P\xb5\xe4\xb1\xd2\xb0\xc6\xb2:\xb4\xec\xb9<\xb7\xea\xbf4\xc1\xda\xc1\x84\xc0\xc8\xc0\xac\xc3\x16\xc2\xc4\xc4>\xc1\xe2\xc1\xe2\xc0\xb6\xc0\xc8\xbcZ\xb7F\xba\xc4\xb7\xe2\xad\xfe\xa5\xd6\xa4\xf6\x9a\xc2\x9a\xf8\x92\xb2\x8eF\x90'
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-128.0
Band 15,-128.0
Band 16,-128.0
Band 17,-128.0
Band 18,-127.171875
Band 19,-127.71875
Band 20,-126.15625
Band 21,-124.0
Band 22,-120.046875
Band 23,-122.703125
Band 24,-118.8515625
Band 25,-114.5078125
Band 26,-114.3515625
Band 27,-109.875
Band 28,-104.203125
Band 29,-104.59375
Band 30,-107.28125
Band 31,-102.046875
Band 32,-95.375
Band 33,-89.5546875
Band 34,-84.0390625
Band 35,-80.828125
Band 36,-73.609375
Band 37,-67.40625
Band 38,-62.4296875
Band 39,-66.2421875
Band 40,-61.8828125
Band 41,-60.734375
Band 42,-73.9609375
Band 43,-78.2265625
Band 44,-83.6015625
Band 45,-85.015625
Band 46,-82.15625
Band 47,-74.4140625
Band 48,-66.734375
Band 49,-61.6171875
Band 50,-60.5703125
Band 51,-74.0859375
Band 52,-79.8359375
Band 53,-62.9921875
Band 54,-53.4375
Band 55,-59.15625
Band 56,-72.765625
Band 57,-72.921875
Band 58,-64.734375
Band 59,-64.6484375
Band 60,-72.7890625
Band 61,-65.21875
Band 62,-65.0390625
Band 63,-70.203125
Band 64,-59.4609375
Band 65,-78.0390625
Band 66,-63.25
Band 67,-79.1796875
Band 68,-72.84375
Band 69,-85.9140625
Band 70,-75.4375
Band 71,-74.640625
Band 72,-75.796875
Band 73,-79.2265625
Band 74,-80.296875
Band 75,-78.3359375
Band 76,-72.6328125
Band 77,-70.9453125
Band 78,-68.203125
Band 79,-64.6328125
Band 80,-63.234375
Band 81,-63.265625
Band 82,-64.6015625
Band 83,-64.3359375
Band 84,-61.4453125
Band 85,-63.03125
Band 86,-60.3515625
Band 87,-63.875
Band 88,-63.234375
Band 89,-64.2265625
Band 90,-64.40625
Band 91,-68.3359375
Band 92,-73.765625
Band 93,-70.84375
Band 94,-73.3515625
Band 95,-83.234375
Band 96,-91.125
Band 97,-92.28125
Band 98,-102.15625
Band 99,-102.359375
Band 100,-109.90625
Band 101,-112.671875
Band 102,-112.84375
/meters,"b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\xd4\x80H\x80\xd8\x81\x00\x84\xf4\x87L\x85&\x89~\x8d\xa6\x8d \x92\xcc\x97h\x97\xb8\x94\xf4\x99\xa0\xa0r\xa6\xf6\xab,\xafd\xb6\x98\xbc\x92\xc1\xc2\xbd\x1e\xc2D\xc3\n\xb6\xc6\xb1f\xac\xfc\xaa\xd8\xad\x96\xb5D\xbdb\xc2n\xc3\xea\xb5*\xb0\x02\xc1\x90\xca\xd8\xc4<\xb7\x14\xb7D\xbfZ\xbf6\xb7\xc8\xbe\xf6\xbe\xcc\xb9\x8a\xc4\xf6\xb1\xc0\xc0\xd2\xb0(\xb7\x16\xaa\x90\xb4\\\xb54\xb4\xc6\xb0\xb4\xaf\xaa\xb1^\xb7\x0e\xb9\xcc\xbb^\xbf\xc4\xc0\xbc\xc0f\xbf\xaa\xbf\x8e\xc2\xf8\xc0\xa6\xc3 \xc0\xc4\xc0\xc6\xbf\x98\xbf\xaa\xbb<\xb6(\xb9\xa6\xb6\xc4\xac\xe0\xa4\xb8\xa3\xd8\x99\xa4\x99\x18\x92T\x8f(\x8f'"
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-128.0
Band 15,-128.0
Band 16,-128.0
Band 17,-127.828125
Band 18,-127.0234375
Band 19,-128.0
Band 20,-127.03125
Band 21,-124.875
Band 22,-120.921875
Band 23,-123.578125
Band 24,-119.7265625
Band 25,-115.3828125
Band 26,-115.2265625
Band 27,-110.75
Band 28,-105.078125
Band 29,-105.4765625
Band 30,-108.15625
Band 31,-103.0
Band 32,-96.328125
Band 33,-90.5078125
Band 34,-84.9921875
Band 35,-81.703125
Band 36,-74.484375
Band 37,-68.28125
Band 38,-63.3046875
Band 39,-67.1171875
Band 40,-62.7578125
Band 41,-61.609375
Band 42,-74.8359375
Band 43,-79.1015625
Band 44,-84.4765625
Band 45,-85.8984375
Band 46,-83.03125
Band 47,-75.2890625
Band 48,-67.609375
Band 49,-62.4921875
Band 50,-61.4453125
Band 51,-74.9609375
Band 52,-80.7109375
Band 53,-63.875
Band 54,-54.3125
Band 55,-50.453125
Band 56,-59.3984375
Band 57,-73.796875
Band 58,-65.6171875
Band 59,-57.6875
Band 60,-61.9609375
Band 61,-66.046875
Band 62,-61.5859375
Band 63,-61.171875
Band 64,-60.3359375
Band 65,-55.8359375
Band 66,-62.5625
Band 67,-66.78125
Band 68,-69.5078125
Band 69,-71.9765625
Band 70,-73.609375
Band 71,-70.1171875
Band 72,-71.328125
Band 73,-79.1875
Band 74,-79.75
Band 75,-71.3671875
Band 76,-63.390625
Band 77,-62.203125
Band 78,-65.21875
Band 79,-63.5625
Band 80,-62.515625
Band 81,-64.140625
Band 82,-65.4765625
Band 83,-65.2109375
Band 84,-62.3203125
Band 85,-63.90625
Band 86,-61.2265625
Band 87,-64.75
Band 88,-64.109375
Band 89,-65.109375
Band 90,-65.28125
Band 91,-69.2109375
Band 92,-74.640625
Band 93,-71.71875
Band 94,-74.2265625
Band 95,-84.1171875
Band 96,-92.0
Band 97,-93.15625
Band 98,-103.03125
Band 99,-103.234375
Band 100,-110.78125
Band 101,-111.9296875
Band 102,-113.3984375
/meters,"b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80,\x80\xfa\x80\x00\x80\xf8\x80 \x83\x14\x87l\x84F\x88\x9e\x8c\xc6\x8c@\x91\xec\x96\x86\x96\xd8\x93\x00\x99\xac\x9f~\xa5\x02\xabL\xae\x84\xb5\xb8\xbb\xb2\xc0\xe2\xbc>\xc1d\xc2*\xb5\xe6\xb0\x86\xab\x1a\xaa\xf8\xac\xb6\xb4d\xbc\x82\xc1\x8e\xc2\n\xb5J\xaf \xc0\xb0\xc9\x8c\xcd\x9a\xc44\xb6b\xbeP\xc6\n\xc2\xf4\xbdj\xc2\xd4\xc2\xaa\xc3*\xc8p\xc18\xbd~\xba\x06\xb8d\xb6\xe2\xb9\xac\xb8\xd0\xb0@\xb0\xa2\xb8\x9c\xc0\xcc\xc1\xc8\xbep\xc0|\xc1\xdc\xbf\x86\xbe\xca\xbe\xae\xc1\x18\xc0\xc6\xc2@\xbf\xe4\xbf\xe4\xbe\xb8\xbe\xca\xba\\\xb5H\xb8\xc6\xb5\xe2\xab\x00\xa4\xd8\xa2\xf8\x98\xc4\x988\x91\x12\x90\x9a\x8e'"
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-128.0
Band 15,-128.0
Band 16,-128.0
Band 17,-126.7890625
Band 18,-125.3828125
Band 19,-125.2890625
Band 20,-125.40625
Band 21,-123.9140625
Band 22,-122.0390625
Band 23,-124.6953125
Band 24,-120.8359375
Band 25,-116.5
Band 26,-116.34375
Band 27,-111.8671875
Band 28,-106.1875
Band 29,-106.5859375
Band 30,-109.265625
Band 31,-104.1171875
Band 32,-97.4453125
Band 33,-91.625
Band 34,-86.109375
Band 35,-82.8984375
Band 36,-75.6796875
Band 37,-69.4765625
Band 38,-64.5
Band 39,-68.3125
Band 40,-62.234375
Band 41,-62.8046875
Band 42,-76.03125
Band 43,-80.296875
Band 44,-81.34375
Band 45,-80.6640625
Band 46,-78.5625
Band 47,-71.203125
Band 48,-66.1953125
Band 49,-60.0546875
Band 50,-55.4296875
Band 51,-63.4765625
Band 52,-79.671875
Band 53,-65.0703125
Band 54,-55.5078125
Band 55,-51.640625
Band 56,-51.2890625
Band 57,-70.671875
Band 58,-66.8046875
Band 59,-58.8046875
Band 60,-61.5625
Band 61,-67.1640625
Band 62,-62.6953125
Band 63,-62.2890625
Band 64,-61.4453125
Band 65,-56.953125
Band 66,-63.625
Band 67,-67.8984375
Band 68,-70.625
Band 69,-73.09375
Band 70,-74.71875
Band 71,-71.234375
Band 72,-72.3515625
Band 73,-78.0078125
Band 74,-77.4375
Band 75,-72.4765625
Band 76,-64.5078125
Band 77,-63.3125
Band 78,-66.328125
Band 79,-64.6796875
Band 80,-62.453125
Band 81,-65.2578125
Band 82,-66.59375
Band 83,-66.328125
Band 84,-63.4375
Band 85,-65.0234375
Band 86,-62.34375
Band 87,-65.8671875
Band 88,-65.2265625
Band 89,-66.21875
Band 90,-66.3984375
Band 91,-70.328125
Band 92,-75.7578125
Band 93,-72.8359375
Band 94,-75.34375
Band 95,-85.2265625
Band 96,-93.1171875
Band 97,-94.2734375
Band 98,-104.1484375
Band 99,-104.3515625
Band 100,-111.890625
Band 101,-110.5078125
Band 102,-113.96875
/meters,"b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x806\x81\x9e\x82\xb6\x82\x98\x82\x16\x84\xf6\x85N\x83*\x87\x80\x8b\xa8\x8b""\x90\xd0\x95j\x95\xbc\x92\xe2\x97\x8e\x9e`\xa4\xe4\xa9\x1a\xadR\xb4\x86\xba\x80\xbf\xb0\xbb\xc4\xc12\xc1\xf8\xb3\xb4\xaf\xa8\xaeV\xafp\xb1\xcc\xb8\xce\xbd\xf2\xc3\x92\xc8\x86\xc0T\xb0\xee\xbe~\xc8\\\xcc\xb6\xccT\xb92\xbd2\xc5p\xc2\xd6\xbcN\xc1\xb6\xc1\x8e\xc2\x0c\xc7`\xc0\x1a\xbc`\xb9\xe8\xb6H\xb5\xc4\xb8\xa6\xb7\xfe\xb1\x90\xb2\x86\xb7~\xbf\xb0\xc0\xac\xbdR\xbf\x8c\xc1\xbe\xbeh\xbd\xac\xbd\x90\xc0\xfa\xbe\xa8\xc1""\xbe\xc6\xbe\xc8\xbd\x9a\xbd\xac\xb9>\xb4*\xb7\xa8\xb4\xc6\xaa\xe2\xa2\xba\xa1\xda\x97\xa6\x97\x1c\x90~\x91\x08\x8e'"
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-128.0
Band 15,-128.0
Band 16,-128.0
Band 17,-126.6015625
Band 18,-125.4609375
Band 19,-124.0078125
Band 20,-124.640625
Band 21,-123.421875
Band 22,-122.7265625
Band 23,-125.5703125
Band 24,-121.71875
Band 25,-117.375
Band 26,-117.21875
Band 27,-112.7421875
Band 28,-107.0703125
Band 29,-107.4609375
Band 30,-110.1484375
Band 31,-104.9921875
Band 32,-98.3203125
Band 33,-92.5
Band 34,-86.984375
Band 35,-83.78125
Band 36,-76.5546875
Band 37,-70.3515625
Band 38,-65.375
Band 39,-66.796875
Band 40,-61.796875
Band 41,-63.6796875
Band 42,-70.953125
Band 43,-81.171875
Band 44,-79.765625
Band 45,-79.875
Band 46,-75.6875
Band 47,-70.609375
Band 48,-64.7578125
Band 49,-60.9296875
Band 50,-56.3046875
Band 51,-64.3515625
Band 52,-80.546875
Band 53,-65.9453125
Band 54,-56.3828125
Band 55,-52.5234375
Band 56,-52.1640625
Band 57,-71.546875
Band 58,-67.6875
Band 59,-59.7578125
Band 60,-62.515625
Band 61,-68.1171875
Band 62,-63.6484375
Band 63,-63.2421875
Band 64,-62.40625
Band 65,-57.90625
Band 66,-64.578125
Band 67,-68.8515625
Band 68,-71.578125
Band 69,-74.046875
Band 70,-75.671875
Band 71,-72.1875
Band 72,-73.3046875
Band 73,-78.9609375
Band 74,-78.390625
Band 75,-73.4375
Band 76,-65.4609375
Band 77,-64.2734375
Band 78,-67.2890625
Band 79,-65.6328125
Band 80,-63.4140625
Band 81,-64.4140625
Band 82,-64.53125
Band 83,-65.359375
Band 84,-57.6875
Band 85,-63.1171875
Band 86,-63.296875
Band 87,-66.7421875
Band 88,-66.1015625
Band 89,-63.1484375
Band 90,-64.953125
Band 91,-66.0625
Band 92,-71.2421875
Band 93,-72.3828125
Band 94,-71.8515625
Band 95,-82.765625
Band 96,-86.1640625
Band 97,-90.5859375
Band 98,-101.484375
Band 99,-105.2265625
Band 100,-111.3984375
Band 101,-111.3828125
Band 102,-113.0234375
/meters,b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80f\x81\x8a\x82\xfe\x83\\\x83\x94\x84F\x85n\x82H\x86\xa0\x8a\xc8\x8aB\x8f\xee\x94\x8a\x94\xda\x91\x02\x97\xae\x9d\x80\xa3\x04\xa98\xacr\xb3\xa6\xb9\xa0\xbe4\xbd4\xc2R\xc0\x0c\xb9\xd4\xae<\xb0 \xb0P\xb4d\xb9>\xbf\x12\xc3\xb2\xc7\xa6\xbft\xaf\x0e\xbe\x9e\xc7z\xcb\xd6\xcbt\xb8P\xbc>\xc4|\xc1\xe2\xbbZ\xc0\xc2\xc0\x98\xc1\x18\xc6l\xbf&\xbbl\xb8\xf4\xb5T\xb4\xd0\xb7\xb2\xb6\n\xb1\x9c\xb1\x90\xb6\x8a\xbe\xba\xbf\xb6\xbc^\xbe\x96\xc0\x96\xbfx\xbf\xa4\xbeP\xc6\xe2\xc0\xb4\xc0B\xbd\xe6\xbd\xda\xc0\x0c\xbf\xf0\xbd\xc2\xb8\x9e\xb7&\xb8<\xad\xd6\xa9j\xa5\x84\x9a\xc6\x96\x9a\x90\x9e\x90\xfa\x8e'
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-128.0
Band 15,-128.0
Band 16,-128.0
Band 17,-128.0
Band 18,-127.453125
Band 19,-126.0
Band 20,-126.6328125
Band 21,-125.4140625
Band 22,-124.71875
Band 23,-125.328125
Band 24,-123.703125
Band 25,-119.3671875
Band 26,-117.8359375
Band 27,-113.8984375
Band 28,-106.5703125
Band 29,-109.453125
Band 30,-101.9453125
Band 31,-93.40625
Band 32,-86.296875
Band 33,-79.859375
Band 34,-74.5859375
Band 35,-71.8046875
Band 36,-71.3515625
Band 37,-70.359375
Band 38,-67.3671875
Band 39,-68.7109375
Band 40,-63.78125
Band 41,-65.671875
Band 42,-72.9375
Band 43,-81.4765625
Band 44,-81.7578125
Band 45,-81.640625
Band 46,-77.6328125
Band 47,-72.6015625
Band 48,-66.7421875
Band 49,-62.921875
Band 50,-58.296875
Band 51,-66.34375
Band 52,-82.5390625
Band 53,-67.9375
Band 54,-58.375
Band 55,-54.5078125
Band 56,-54.15625
Band 57,-73.5390625
Band 58,-69.671875
Band 59,-61.75
Band 60,-64.5078125
Band 61,-70.109375
Band 62,-65.640625
Band 63,-65.234375
Band 64,-64.390625
Band 65,-59.8984375
Band 66,-66.5703125
Band 67,-70.84375
Band 68,-73.5703125
Band 69,-76.0390625
Band 70,-75.21875
Band 71,-74.1796875
Band 72,-75.296875
Band 73,-80.953125
Band 74,-80.3828125
Band 75,-75.4296875
Band 76,-67.453125
Band 77,-66.265625
Band 78,-69.28125
Band 79,-67.625
Band 80,-65.40625
Band 81,-65.546875
Band 82,-66.3125
Band 83,-65.6953125
Band 84,-58.0390625
Band 85,-63.7109375
Band 86,-65.2890625
Band 87,-68.8125
Band 88,-68.171875
Band 89,-65.21875
Band 90,-67.0234375
Band 91,-68.0546875
Band 92,-73.2265625
Band 93,-74.375
Band 94,-73.84375
Band 95,-84.7578125
Band 96,-88.1484375
Band 97,-92.578125
Band 98,-103.4765625
Band 99,-107.21875
Band 100,-112.6171875
Band 101,-111.96875
Band 102,-112.9375
